Outlet,YEARWK,Temp,Gas_price_in_dollars,Consumer_price_Index,UnEmployment_rate
1,201226,85.93,3.376,222.8434,6.643
1,201227,82.62,3.317,222.8837789,6.408
1,201228,78.17,3.346,222.9241579,6.408
1,201229,81.47,3.401,222.9327267,6.408
1,201230,83.71,3.497,222.9412954,6.408
1,201231,87.16,3.507,222.9498642,6.408
1,201232,86.1,3.584,222.9584329,6.408
1,201233,85.9,3.661,223.0384109,6.408
1,201234,78.71,3.71,223.1719457,6.408
1,201235,81.54,3.728,223.3054805,6.408
1,201236,85.01,3.82,223.4390153,6.408
1,201237,76.02,3.807,223.5820193,6.408
1,201238,70.92,3.811,223.7818386,6.408
1,201239,77.13,3.756,223.9816579,6.408
1,201240,69.6,3.707,224.1814772,6.073
1,201241,64.04,3.691,224.3812965,6.073
1,201242,69.02,3.684,224.4257233,6.073
1,201243,70.21,3.596,224.4442513,6.073
1,201244,56.37,3.476,224.4627793,6.073
1,201245,62.29,3.404,224.4813073,6.073
1,201246,53.97,3.342,224.5129105,6.073
1,201247,57.28,3.301,224.5619474,6.073
1,201248,53.39,3.297,224.6109842,6.073
1,201249,65.17,3.288,224.6600211,6.073
1,201250,49.94,3.258,224.7192767,6.073
1,201251,57.07,3.188,224.8398455,6.073
1,201252,45.84,3.198,224.9604143,6.073
1,201301,42.78,3.251,225.080983,6.025
1,201302,51.37,3.333,225.2015518,6.025
1,201303,43.97,3.327,225.2358132,6.025
1,201304,54.42,3.317,225.2355518,6.025
1,201305,57.51,3.334,225.2352903,6.025
1,201306,57.72,3.507,225.2350289,6.025
1,201307,50.71,3.565,225.2760526,6.025
1,201308,51.3,3.687,225.4202895,6.025
1,201309,49.06,3.801,225.5645263,6.025
1,201310,51.86,3.748,225.7087632,6.025
1,201311,56.38,3.712,225.8356808,6.025
1,201312,64.47,3.701,225.9193005,6.025
1,201313,52.05,3.696,226.0029202,6.025
1,201314,59.64,3.673,226.0865399,5.814
1,201315,63.77,3.619,226.1701596,5.814
1,201316,68.15,3.541,226.1701596,5.814
1,201317,60.28,3.507,226.1701596,5.814
1,201318,67.71,3.476,211.7526053,NA
1,201319,64.95,3.482,211.8979935,NA
1,201320,70.58,3.544,211.9451605,NA
1,201321,78.24,3.584,211.9759573,NA
1,201322,79.07,3.556,212.0067542,NA
1,201323,77.49,3.529,212.037551,NA
1,201324,80.91,3.521,211.8733316,NA
1,201325,82.4,3.569,211.6766095,NA
1,201326,84.99,3.585,211.4798874,NA
1,201327,80.9,3.512,211.2831653,NA
1,201328,84.17,3.49,211.1495463,NA
1,201329,80.31,3.646,211.1000648,NA
1,201330,82.59,3.71,211.0505833,NA
2,201006,41.24,2.662,211.0011018,NA
2,201007,39.54,2.638,210.9984585,NA
2,201008,40.74,2.604,211.2768443,NA
2,201009,47.15,2.651,211.5552301,NA
2,201010,48.22,2.715,211.833616,NA
2,201011,58.61,2.757,212.1120018,NA
2,201012,55.57,2.81,212.1096543,NA
2,201013,52.31,2.822,211.9950134,NA
2,201014,64.32,2.809,211.8803726,NA
2,201015,66.46,2.86,211.7657317,NA
2,201016,69.12,2.898,211.7577954,NA
2,201017,66.16,2.885,211.8921319,NA
2,201018,68.03,2.87,212.0264684,NA
2,201019,72.33,2.925,212.1608049,NA
2,201020,74.36,2.944,212.2951413,NA
2,201021,75.88,2.916,212.2596586,NA
2,201022,82.18,2.849,212.2241759,NA
2,201023,82.86,2.795,212.1886931,NA
2,201024,84.45,2.758,212.1532104,NA
2,201025,86.86,2.727,212.1806415,NA
2,201026,87.31,2.743,212.2552578,NA
2,201027,83.79,2.759,212.3298742,NA
2,201028,83.64,2.732,212.4044906,NA
2,201029,86.37,2.713,212.4713286,NA
2,201030,88.71,2.698,212.5187208,NA
2,201031,84.54,2.73,212.5661131,NA
2,201032,90.58,2.717,212.6135053,NA
2,201033,90.1,2.782,212.6608975,NA
2,201034,89.75,2.754,212.5470304,NA
2,201035,88.17,2.709,212.4062867,NA
2,201036,82.88,2.667,212.265543,NA
2,201037,80.14,2.655,212.1247993,NA
2,201038,83.1,2.672,212.0645458,NA
2,201039,82.84,2.714,212.0646599,NA
2,201040,70.29,2.693,212.064774,NA
2,201041,64.24,2.723,212.0648881,NA
2,201042,66.85,2.81,212.1176713,NA
2,201043,69.55,2.815,212.4864691,NA
2,201044,67.29,2.806,212.8552668,NA
2,201045,58.9,2.779,213.2240646,NA
2,201046,60.74,2.818,213.5928624,NA
2,201047,51.86,2.861,213.9033115,NA
2,201048,64.03,2.825,214.190421,NA
2,201049,50.38,2.798,214.4775305,NA
2,201050,46.55,2.933,214.7646401,NA
2,201051,48.6,2.959,215.0156238,NA
2,201052,51.02,2.976,215.2521573,NA
2,201101,48.35,3.033,215.4886908,NA
2,201102,45.74,3.066,215.7252242,NA
2,201103,34.07,3.073,215.9420631,NA
2,201104,42.45,3.106,216.1096657,NA
2,201105,43.88,3.1,216.2772683,NA
2,201106,39.3,3.079,216.4448709,NA
2,201107,34.24,3.112,216.6124735,NA
2,201108,58.88,3.135,216.3834778,NA
2,201109,61.85,3.155,216.1544822,NA
2,201110,58.82,3.378,215.9254865,NA
2,201111,53.75,3.549,215.6964908,NA
2,201112,63.37,3.578,215.6513538,NA
2,201113,70.47,3.563,215.7441108,NA
2,201114,56.48,3.614,215.8368678,NA
2,201115,68.05,3.712,215.9296249,NA
2,201116,70.53,3.833,216.0134426,NA
2,201117,70.44,3.897,216.0749122,NA
2,201118,70.26,3.9,216.1363819,NA
2,201119,62.53,3.996,216.1978515,NA
2,201120,75.66,3.989,216.2593211,NA
2,201121,68.19,3.997,216.3229307,NA
2,201122,77.47,3.876,216.386897,NA
2,201123,84.12,3.789,216.4508632,NA
2,201124,84.45,3.738,216.5148295,NA
2,201125,87.58,3.727,216.6944378,NA
2,201126,86.22,3.684,217.0282356,NA
2,201127,86.74,3.614,217.3620333,NA
2,201128,88.75,3.57,217.6958311,NA
2,201129,90.88,3.665,218.0048261,NA
2,201130,90.39,3.741,218.1650042,NA
2,201131,91.12,3.772,218.3251824,NA
2,201132,94.39,3.774,218.4853605,NA
2,201133,92.63,3.728,218.6455387,NA
2,201134,90.91,3.644,218.8670218,NA
2,201135,91.5,3.613,219.1130269,NA
2,201136,90.69,3.623,219.3590319,NA
2,201137,79.02,3.636,219.605037,NA
2,201138,79.9,3.616,219.8217928,NA
2,201139,76.63,3.557,219.9995495,NA
2,201140,79.19,3.445,220.1773063,NA
2,201141,70.97,3.375,220.355063,NA
2,201142,72.72,3.364,220.5328198,NA
2,201143,65.58,3.443,220.6258417,NA
2,201144,66.92,3.462,220.7188636,NA
2,201145,56.58,3.422,220.8118854,NA
2,201146,60.38,3.387,220.9049073,NA
2,201147,63.06,3.398,221.0651993,NA
2,201148,57.41,3.326,221.275944,NA
2,201149,49.79,3.262,221.4866886,NA
2,201150,42.81,3.248,221.6974332,NA
2,201151,51.18,3.249,221.8498468,NA
2,201152,47.71,3.202,221.9244858,NA
2,201153,45.62,3.219,221.9991248,NA
2,201201,47.8,3.247,222.0737638,NA
2,201202,47.04,3.351,222.1484028,NA
2,201203,52.75,3.358,222.2021074,NA
2,201204,51.55,3.38,222.255812,NA
2,201205,56.26,3.45,222.3095166,NA
2,201206,48.03,3.499,222.3632212,NA
2,201207,44.87,3.6,222.380331,NA
2,201208,55.68,3.645,222.3828029,NA
2,201209,59.84,3.72,222.3852748,NA
2,201210,58.16,3.759,222.3877467,NA
2,201211,64.73,3.824,222.4009901,NA
2,201212,65.06,3.877,222.4411622,NA
2,201213,67.88,3.935,222.4813343,NA
2,201214,69.48,3.981,222.5215064,NA
2,201215,69.13,3.981,222.5616784,NA
2,201216,66.74,3.967,222.5701123,NA
2,201217,68.25,3.904,222.5785461,NA
2,201218,77.78,3.839,222.5869799,NA
2,201219,74.92,3.778,222.5954138,NA
2,201220,72.32,3.72,222.6751459,NA
2,201221,79.24,3.651,222.8083518,NA
2,201222,79.43,3.591,222.9415576,NA
2,201223,79.74,3.542,223.0747635,NA
2,201224,81.61,3.483,223.2174395,NA
2,201225,82.09,3.436,223.4169362,NA
2,201226,87.37,3.376,223.6164329,NA
2,201227,85.25,3.317,223.8159296,NA
2,201228,81.22,3.346,224.0154263,NA
2,201229,84.28,3.401,224.0598077,NA
2,201230,87.42,3.497,224.0783366,NA
2,201231,91.27,3.507,224.0968655,NA
2,201232,89.6,3.584,224.1153944,NA
2,201233,85.84,3.661,224.1469028,NA
2,201234,77.96,3.71,224.1957173,NA
2,201235,83.69,3.728,224.2445318,NA
2,201236,88.7,3.82,224.2933463,NA
2,201237,76.93,3.807,224.3523969,NA
2,201238,72.14,3.811,224.4728642,NA
2,201239,80.5,3.756,224.5933316,NA
2,201240,71.32,3.707,224.7137989,NA
2,201241,62.02,3.691,224.8342663,NA
2,201242,69.13,3.684,224.86882,NA
2,201243,70.84,3.596,224.8690083,NA
2,201244,57.45,3.476,224.8691966,NA
2,201245,62.95,3.404,224.8693849,NA
2,201246,53.77,3.342,224.9106714,NA
2,201247,59.11,3.301,225.0547032,NA
2,201248,53.69,3.297,225.198735,NA
2,201249,65.24,3.288,225.3427668,NA
2,201250,48.74,3.258,225.469439,NA
2,201251,56.19,3.188,225.5527121,NA
2,201252,42.61,3.198,225.6359852,NA
2,201301,40.17,3.251,225.7192583,NA
2,201302,48.47,3.333,225.8025314,NA
2,201303,42.03,3.327,225.8025314,NA
2,201304,52.38,3.317,225.8025314,NA
2,201305,55.8,3.334,215.4248812,NA
2,201306,57.13,3.507,215.5747916,NA
2,201307,49.97,3.565,215.6198868,NA
2,201308,49.21,3.687,215.6475127,NA
2,201309,47.13,3.801,215.6751386,NA
2,201310,52.17,3.748,215.7027646,NA
2,201311,56.19,3.712,215.5301219,NA
2,201312,61.02,3.701,215.3241011,NA
2,201313,51.59,3.696,215.1180803,NA
2,201314,59.35,3.673,214.9120595,NA
2,201315,62.28,3.619,214.7726889,NA
2,201316,68.1,3.541,214.7221852,NA
2,201317,59.18,3.507,214.6716815,NA
2,201318,66.31,3.476,214.6211778,NA
2,201319,64.56,3.482,214.6196139,NA
2,201320,71.6,3.544,214.9116886,NA
2,201321,77.88,3.584,215.2037634,NA
2,201322,79.1,3.556,215.4958382,NA
2,201323,77.25,3.529,215.787913,NA
2,201324,81.96,3.521,215.7858259,NA
2,201325,82.16,3.569,215.6660741,NA
2,201326,86.42,3.585,215.5463222,NA
2,201327,80.53,3.512,215.4265704,NA
2,201328,86.46,3.49,215.4176476,NA
2,201329,80.21,3.646,215.5564968,NA
2,201330,84.22,3.71,215.695346,NA
3,201006,46.76,2.662,215.8341952,NA
3,201007,48.98,2.638,215.9730444,NA
3,201008,48.12,2.604,215.9314191,NA
3,201009,53.1,2.651,215.8897938,NA
3,201010,54.09,2.715,215.8481685,NA
3,201011,64.13,2.757,215.8065431,NA
3,201012,61.47,2.81,215.8322484,NA
3,201013,58.11,2.822,215.9084516,NA
3,201014,66.61,2.809,215.9846548,NA
3,201015,69.05,2.86,216.060858,NA
3,201016,68.03,2.898,216.1293114,NA
3,201017,68.92,2.885,216.17839,NA
3,201018,71.29,2.87,216.2274686,NA
3,201019,74.52,2.925,216.2765472,NA
3,201020,78.23,2.944,216.3256258,NA
3,201021,76.86,2.916,216.2074519,NA
3,201022,79.65,2.849,216.0614025,NA
3,201023,79.58,2.795,215.9153531,NA
3,201024,83.15,2.758,215.7693037,NA
3,201025,84.57,2.727,215.704919,NA
3,201026,84.84,2.743,215.7017828,NA
3,201027,83.25,2.759,215.6986466,NA
3,201028,82.8,2.732,215.6955104,NA
3,201029,85.37,2.713,215.7470729,NA
3,201030,84.37,2.698,216.1268275,NA
3,201031,83.09,2.73,216.5065821,NA
3,201032,86.18,2.717,216.8863367,NA
3,201033,87.79,2.782,217.2660913,NA
3,201034,89.07,2.754,217.5843571,NA
3,201035,87.2,2.709,217.8780275,NA
3,201036,85.21,2.667,218.1716979,NA
3,201037,81.89,2.655,218.4653683,NA
3,201038,83.41,2.672,218.7235226,NA
3,201039,77.95,2.714,218.9674705,NA
3,201040,74.65,2.693,219.2114184,NA
3,201041,68.04,2.723,219.4553663,NA
3,201042,70.76,2.81,219.6788642,NA
3,201043,72.69,2.815,219.851237,NA
3,201044,73.09,2.806,220.0236099,NA
3,201045,63.99,2.779,220.1959827,NA
3,201046,63.84,2.818,220.3683556,NA
3,201047,58.77,2.861,220.127216,NA
3,201048,69.76,2.825,219.8860765,NA
3,201049,54.81,2.798,219.6449369,NA
3,201050,52.18,2.933,219.4037974,NA
3,201051,53.25,2.959,219.3551748,NA
3,201052,58.21,2.976,219.45094,NA
3,201101,54.25,3.033,219.5467052,NA
3,201102,54.4,3.066,219.6424704,NA
3,201103,45.81,3.073,219.7275216,NA
3,201104,51.79,3.106,219.7857881,NA
3,201105,49.76,3.1,219.8440545,NA
3,201106,47,3.079,219.9023209,NA
3,201107,44.62,3.112,219.9605873,NA
3,201108,62.63,3.135,220.023271,NA
3,201109,68.45,3.155,220.0866908,NA
3,201110,66.16,3.378,220.1501106,NA
3,201111,62.34,3.549,220.2135305,NA
3,201112,70.52,3.578,220.3972867,NA
3,201113,73.99,3.563,220.7414914,NA
3,201114,69.81,3.614,221.085696,NA
3,201115,73.6,3.712,221.4299007,NA
3,201116,76.93,3.833,221.7486167,NA
3,201117,77.96,3.897,221.9144005,NA
3,201118,79.74,3.9,222.0801842,NA
3,201119,70.5,3.996,222.245968,NA
3,201120,80.92,3.989,222.4117517,NA
3,201121,76.84,3.997,222.6432852,NA
3,201122,85.46,3.876,222.9011185,NA
3,201123,85.34,3.789,223.1589519,NA
3,201124,85.89,3.738,223.4167852,NA
3,201125,88.01,3.727,223.6426418,NA
3,201126,85.99,3.684,223.8258628,NA
3,201127,86.15,3.614,224.0090839,NA
3,201128,86.43,3.57,224.1923049,NA
3,201129,88.19,3.665,224.3755259,NA
3,201130,87.24,3.741,224.4700552,NA
3,201131,89.12,3.772,224.5645845,NA
3,201132,89.5,3.774,224.6591137,NA
3,201133,89.93,3.728,224.753643,NA
3,201134,89.49,3.644,224.9170153,NA
3,201135,88.72,3.613,225.1320199,NA
3,201136,90.17,3.623,225.3470245,NA
3,201137,82.77,3.636,225.5620291,NA
3,201138,84.68,3.616,225.7166953,NA
3,201139,81.24,3.557,225.7909104,NA
3,201140,83.63,3.445,225.8651254,NA
3,201141,76.59,3.375,225.9393405,NA
3,201142,74.8,3.364,226.0135556,NA
3,201143,70.08,3.443,226.0689541,NA
3,201144,72.09,3.462,226.1243526,NA
3,201145,60.36,3.422,226.1797511,NA
3,201146,62.75,3.387,226.2351496,NA
3,201147,64.96,3.398,226.2512024,NA
3,201148,69.05,3.326,226.2515168,NA
3,201149,56.02,3.262,226.2518313,NA
3,201150,50.31,3.248,226.2521458,NA
3,201151,59,3.249,226.2644795,NA
3,201152,54.46,3.202,226.3068615,NA
3,201153,49.34,3.219,226.3492435,NA
3,201201,53.47,3.247,226.3916254,NA
3,201202,52.91,3.351,226.4340074,NA
3,201203,57.25,3.358,226.4438827,NA
3,201204,59.11,3.38,226.4537579,NA
3,201205,60.38,3.45,226.4636332,NA
3,201206,52.7,3.499,226.4735085,NA
3,201207,53.44,3.6,226.5558664,NA
3,201208,61.17,3.645,226.6925864,NA
3,201209,62.7,3.72,226.8293063,NA
3,201210,61.76,3.759,226.9660263,NA
3,201211,65.05,3.824,227.1122067,NA
3,201212,67.58,3.877,227.3151496,NA
3,201213,70.41,3.935,227.5180926,NA
3,201214,74.06,3.981,227.7210356,NA
3,201215,73.88,3.981,227.9239785,NA
3,201216,73.1,3.967,227.9688442,NA
3,201217,74.44,3.904,227.9873637,NA
3,201218,80.56,3.839,228.0058832,NA
3,201219,76.24,3.778,228.0244026,NA
3,201220,73.43,3.72,228.0569237,NA
3,201221,79.63,3.651,228.1081136,NA
3,201222,82.6,3.591,228.1593035,NA
3,201223,82.7,3.542,228.2104933,NA
3,201224,85.71,3.483,228.2717348,NA
3,201225,83.75,3.436,228.3932855,NA
3,201226,87.47,3.376,228.5148363,NA
3,201227,84.19,3.317,228.6363871,NA
3,201228,83.33,3.346,228.7579379,NA
3,201229,82.43,3.401,228.7893692,NA
3,201230,85.99,3.497,228.7847527,NA
3,201231,87.6,3.507,228.7801362,NA
3,201232,86.9,3.584,228.7755197,NA
3,201233,88.41,3.661,228.814,NA
3,201234,84.06,3.71,228.9602222,NA
3,201235,86.23,3.728,229.1064444,NA
3,201236,86.04,3.82,229.2526667,NA
3,201237,79.41,3.807,229.3819613,NA
3,201238,73.83,3.811,229.4689369,NA
3,201239,78.51,3.756,229.5559125,NA
3,201240,73.79,3.707,229.6428882,NA
3,201241,71.36,3.691,229.7298638,NA
3,201242,74.49,3.684,229.7298638,NA
3,201243,75.71,3.596,229.7298638,NA
3,201244,62.66,3.476,127.4420645,NA
3,201245,69.77,3.404,127.4962581,NA
3,201246,62.15,3.342,127.5262857,NA
3,201247,62.74,3.301,127.5522857,NA
3,201248,58.55,3.297,127.5782857,NA
3,201249,66.14,3.288,127.6042857,NA
3,201250,55.77,3.258,127.6066452,NA
3,201251,60.44,3.188,127.6050645,NA
3,201252,52.81,3.198,127.6034839,NA
3,201301,47.57,3.251,127.6019032,NA
3,201302,50.88,3.333,127.5621,NA
3,201303,50.14,3.327,127.4713333,NA
3,201304,58.9,3.317,127.3805667,NA
3,201305,63.86,3.334,127.2898,NA
3,201306,63.82,3.507,127.2085484,NA
3,201307,58.41,3.565,127.1843871,NA
3,201308,61.01,3.687,127.1602258,NA
3,201309,55.24,3.801,127.1360645,NA
3,201310,58.3,3.748,127.1119032,NA
3,201311,63.04,3.712,127.114,NA
3,201312,71.43,3.701,127.1266,NA
3,201313,61.74,3.696,127.1392,NA
3,201314,66.94,3.673,127.1518,NA
3,201315,68.61,3.619,127.1498065,NA
3,201316,72.74,3.541,127.1283548,NA
3,201317,66.28,3.507,127.1069032,NA
3,201318,70.78,3.476,127.0854516,NA
3,201319,69.98,3.482,127.064,NA
3,201320,76.38,3.544,127.0766452,NA
3,201321,82.32,3.584,127.0892903,NA
3,201322,80.04,3.556,127.1019355,NA
3,201323,81.16,3.529,127.1145806,NA
3,201324,79.66,3.521,127.1454667,NA
3,201325,83.86,3.569,127.1900333,NA
3,201326,86.19,3.585,127.2346,NA
3,201327,82.64,3.512,127.2791667,NA
3,201328,85.91,3.49,127.3266774,NA
3,201329,82.16,3.646,127.3815484,NA
3,201330,86.58,3.71,127.4364194,NA
4,201006,44.81,2.688,127.4912903,NA
4,201007,29.89,2.663,127.5461613,NA
4,201008,37.5,2.63,127.6072,NA
4,201009,42.41,2.68,127.6692667,NA
4,201010,44.54,2.744,127.7313333,NA
4,201011,50.68,2.794,127.7934,NA
4,201012,56.24,2.833,127.8794839,NA
4,201013,40.96,2.842,127.9835806,NA
4,201014,49.82,2.83,128.0876774,NA
4,201015,55.21,2.863,128.1917742,NA
4,201016,57.28,2.9,128.3009355,NA
4,201017,57.92,2.895,128.4404839,NA
4,201018,54.09,2.877,128.5800323,NA
4,201019,57.82,2.926,128.7195806,NA
4,201020,63.4,2.935,128.859129,NA
4,201021,68.45,2.91,128.99525,NA
4,201022,68.78,2.846,129.13,NA
4,201023,71.88,2.791,129.26475,NA
4,201024,79.5,2.758,129.3995,NA
4,201025,82.58,2.725,129.5121935,NA
4,201026,82.15,2.744,129.6160645,NA
4,201027,74.71,2.758,129.7199355,NA
4,201028,81.4,2.727,129.8238065,NA
4,201029,79.58,2.711,129.9107333,NA
4,201030,80.83,2.702,129.9553,NA
4,201031,81.75,2.74,129.9998667,NA
4,201032,77.58,2.73,130.0444333,NA
4,201033,79.13,2.788,130.089,NA
4,201034,79.88,2.761,130.0756774,NA
4,201035,75.49,2.711,130.0623548,NA
4,201036,77.85,2.674,130.0490323,NA
4,201037,74.59,2.664,130.0357097,NA
4,201038,65.96,2.684,130.0432,NA
4,201039,62.01,2.732,130.0663,NA
4,201040,65.01,2.709,130.0894,NA
4,201041,68.78,2.735,130.1125,NA
4,201042,63.08,2.822,130.1338387,NA
4,201043,65.22,2.826,130.1507742,NA
4,201044,57.99,2.808,130.1677097,NA
4,201045,52.65,2.789,130.1846452,NA
4,201046,53.7,2.831,130.2015806,NA
4,201047,49.1,2.87,130.2405806,NA
4,201048,49.13,2.842,130.2832581,NA
4,201049,47.45,2.817,130.3259355,NA
4,201050,43.45,2.95,130.3686129,NA
4,201051,47.62,2.974,130.4306,NA
4,201052,44.26,2.977,130.5183333,NA
4,201101,39.14,3.045,130.6060667,NA
4,201102,40.39,3.07,130.6938,NA
4,201103,32.65,3.082,130.7706452,NA
4,201104,39.39,3.107,130.7821613,NA
4,201105,41.65,3.112,130.7936774,NA
4,201106,35.66,3.086,130.8051935,NA
4,201107,34.34,3.123,130.8167097,NA
4,201108,49.22,3.148,130.8268333,NA
4,201109,50.05,3.177,130.8364,NA
4,201110,47.61,3.395,130.8459667,NA
4,201111,51.98,3.551,130.8555333,NA
4,201112,52.91,3.585,130.8980645,NA
4,201113,60.15,3.57,130.9845484,NA
4,201114,58.04,3.611,131.0710323,NA
4,201115,63.66,3.695,131.1575161,NA
4,201116,63.39,3.814,131.244,NA
4,201117,69.85,3.871,131.2792258,NA
4,201118,65.27,3.871,131.3144516,NA
4,201119,64.46,3.956,131.3496774,NA
4,201120,71.7,3.962,131.3849032,NA
4,201121,71.54,3.971,131.4546207,NA
4,201122,74.7,3.861,131.5502069,NA
4,201123,79.31,3.773,131.6457931,NA
4,201124,81.1,3.73,131.7413793,NA
4,201125,84.56,3.708,131.8261935,NA
4,201126,82.9,3.66,131.8966452,NA
4,201127,85.59,3.594,131.9670968,NA
4,201128,85.64,3.559,132.0375484,NA
4,201129,84.32,3.653,132.108,NA
4,201130,83.89,3.717,132.1173333,NA
4,201131,85.41,3.749,132.1266667,NA
4,201132,87.14,3.752,132.136,NA
4,201133,84.03,3.707,132.1453333,NA
4,201134,83.82,3.64,132.0983226,NA
4,201135,82.52,3.613,132.0287742,NA
